time,value
1,0.9527874460212165
2,0.4793819795273945
3,0.888387350749035
4,0.38824159103075473
5,0.028108678855237157
6,0.3082968652381137
7,0.5185861681113529
8,0.7973173216545067
9,0.2309676314211283
10,0.989220247506653
11,0.8303378704268524
12,0.9252219117784208
13,0.5270503860351052
14,0.9653469754085913
15,0.7924241109854848
16,0.05118025087341882
17,0.3141849645135171
18,0.3252947733922894
19,0.9396759360886331
20,0.6334936900221901
21,0.16052820930936085
22,0.5897073543686076
23,0.6976784264651026
24,0.8516679828027736
25,0.7565537985817306
26,0.23749276939904584
27,0.7776172945101084
28,0.4066480712164443
29,0.279631302725873
30,0.12859049673982015
31,0.9913617290139352
32,0.032709092070302814
33,0.9595631999208951
34,0.42502041082254227
35,0.9103687801791388
36,0.5224581677790263
37,0.018334867117021147
38,0.34134443767001243
39,0.039403713943543583
40,0.235945644244283
41,0.7775973697289023
42,0.23390937863258132
43,0.15964160466853816
44,0.34269209214983176
45,0.20223847075376067
46,0.3986742763564657
47,0.04911730943764381
48,0.4660471083809732
49,0.2548301747784959
50,0.866499785557728
51,0.6046746715365827
52,0.20330590557295602
53,0.8587798914832554
54,0.05239600323497806
55,0.5857247479985048
56,0.6116718029369871
57,0.4088957962269487
58,0.5639521837625433
59,0.9716069134111186
60,0.6784599945634147
61,0.9353423359790324
62,0.11358078941089123
63,0.5262489346953727
64,0.35781182953033475
65,0.171416484502254
66,0.3045766585149797
67,0.6149331120901528
68,0.7540557144306942
69,0.9076800202050322
70,0.3492558986944253
71,0.3486887866131
72,0.5473612565540531
73,0.29732759186019364
74,0.9965731627132967
75,0.08076021285579382
76,0.5922807751465492
77,0.9028879221245547
78,0.7717278281403014
79,0.33130329679650405
80,0.20659014504130013
81,0.737864742700409
82,0.4919861457193818
83,0.36585381269876127
84,0.2575458434113418
85,0.40835624217274735
86,0.5524669949401958
87,0.3261513317640432
88,0.8365023003193941
89,0.46660113132640435
90,0.7058959162807236
91,0.7317418139619706
92,0.6396919005006562
93,0.18552565874034765
94,0.9344766445753013
95,0.20392303634223874
96,0.5909706033796794
97,0.9700651110182652
98,0.5503185945113696
99,0.7689424814166467
100,0.2021649445880339
